id,paper,exam_round,year,question_number,variant,taxonomy_code,prompt_md,option_a,option_b,option_c,option_d,option_e,answer,explanation_md,question_type,source_ref,review_status,enabled,updated_at
mock-p1-r3-y107-q041,p1,3,107,41,,,Tour Conductor 從業必備基礎條件，不包括下列何者？,具備豐富且專業的學識,熟稔臺灣歷史文化典故,擁有良好外語表達能力,具良好操守及健康身心,,B,,single-choice,117-3專一試題\auto\117-3專一試題.md#q41,needs-review,FALSE,
mock-p1-r3-y107-q042,p1,3,107,42,,,有關機票的敘述，下列何者不正確？,電子機票號碼共13 碼，其中前三個數字為航空公司的編號,機票如以艙等計價方式可分為頭等艙、商務艙及經濟艙，在飛機內部的位置分配由機頭至機尾依序為經濟艙→商務艙→頭等艙,電子機票即使遺失，仍然可憑護照到航空公司櫃台辦理報到及登機,機票為運輸契約的有價證券，其機票上顯示的姓名需與護照相同，且限本人使用,,B,,single-choice,117-3專一試題\auto\117-3專一試題.md#q42,needs-review,FALSE,
mock-p1-r3-y107-q043,p1,3,107,43,,,目前我國有關旅客入出境證件查驗，及外國旅客入境許可停留天數之核准，隸屬於下列哪一單位管轄？,內政部入出國及移民署,財政部關務署,行政院衛生福利部疾病管制署,交通部觀光局,,A,,single-choice,117-3專一試題\auto\117-3專一試題.md#q43,needs-review,FALSE,
mock-p1-r3-y107-q044,p1,3,107,44,,,旅行業團體作業最主要的目標，就是透過完整的團體作業系統，達到公司產品過程之標準化，提高產量並保障團體旅遊之品質與安全。其標準作業程序為何？,前置作業→參團作業→團控作業→出團作業→結團作業,前置作業→參團作業→出團作業→團控作業→結團作業,前置作業→出團作業→參團作業→團控作業→結團作業,前置作業→團控作業→參團作業→出團作業→結團作業,,A,,single-choice,117-3專一試題\auto\117-3專一試題.md#q44,needs-review,FALSE,
mock-p1-r3-y107-q045,p1,3,107,45,,,阿 J 夫妻計畫帶領行動不便的祖母、年邁雙親、3 歲幼兒一同出遊，共享天倫之樂；考量長輩行動不便及體力負荷，避免舟車勞頓及反覆的行李打包；下列旅遊形態中，最適合阿J 夫妻規劃參考者為何？,Backpack Travel,By Pass Product,Special Interest Package Tour,Cruise Tour,,D,,single-choice,117-3專一試題\auto\117-3專一試題.md#q45,needs-review,FALSE,
mock-p1-r3-y107-q046,p1,3,107,46,,,依據《旅行業管理規則》之規定，旅行業舉辦團體旅遊、個別旅客旅遊及辦理接待國外、香港、澳門或大陸地區觀光團體、個別旅客旅遊業務，應投保責任保險；下列有關法定投保最低金額及範圍之敘述，何者錯誤？,每一旅客及隨團服務人員意外死亡新臺幣200 萬元,旅客及隨團服務人員家屬國內旅遊善後處理費用新臺幣10 萬元,每一旅客及隨團服務人員因意外事故所致體傷之醫療費用新臺幣10 萬元,每一旅客及隨團服務人員證件遺失之損害賠償費用新臺幣2000 元,,B,,single-choice,117-3專一試題\auto\117-3專一試題.md#q46,needs-review,FALSE,
mock-p1-r3-y107-q047,p1,3,107,47,,,下列觀光餐旅業專責法規如依頒布實行先後順序排列，正確排序為何？甲、民宿管理辦法 乙、 消費者保護法丙、發展觀光條例戊、旅行業管理規則,丙戊丁乙甲,丙戊乙丁甲,戊丙乙丁甲,戊丙乙甲丁,,C,,single-choice,117-3專一試題\auto\117-3專一試題.md#q47,needs-review,FALSE,
mock-p1-r3-y107-q048,p1,3,107,48,,,舉凡旅行業作業項目之團員人數調整、航空公司機位取得與確認、飯店訂房聯繫等，屬於下列何者職責範疇？,Route Control,Tour Control,Tour Planner,Tour Guide,,B,,single-choice,117-3專一試題\auto\117-3專一試題.md#q48,needs-review,FALSE,
mock-p1-r3-y107-q049,p1,3,107,49,,,有關飛航臺灣的低成本航空公司與其代碼、國籍之配對組合，下列何者正確？,AK-Air Asia 馬亞洲航空—印尼,JW-Peach Aviation 樂桃航空—日本,MM-Vanilla Air 香草航空—韓國,TR -SCOOT 酷航—新加坡,,D,,single-choice,117-3專一試題\auto\117-3專一試題.md#q49,needs-review,FALSE,
mock-p1-r3-y107-q050,p1,3,107,50,,,長榮航空不需往返臺灣，得以在泰國與英國之間飛返裝載卸落旅客及貨物，此種境外營運方式，採行之領空航權為何？,第五航權,第六航權,第七航權,"第八航權

【以下空白】",,C,,single-choice,117-3專一試題\auto\117-3專一試題.md#q50,needs-review,FALSE,
mock-p1-r4-y107-q001,p1,4,107,1,,,每三年舉辦一次的屏東「東港迎王平安祭典」於2018 年11 月在上萬民眾參與「送王(燒王船)儀式下完美落幕。成功帶動民眾參與、傳承地方信仰，對餐旅業產生哪一層面的正面影響？,經濟面,文化面,社會面,環境面,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q1,needs-review,FALSE,
mock-p1-r4-y107-q002,p1,4,107,2,,,有關餐旅業語意起源，下列敘述何者錯誤？,餐廳(Restaurant)源自於拉丁文 Restaurer，有重新振作精神之意,旅行(Travel)源自於拉丁文 Tripalium，是指一種拷問用的刑具,旅館(Hotel)源自法文的Hôtel，為貴族用來招待賓客的私人住所,休閒(Leisure)源自拉丁文 Licere，是指在工作之外無所拘束時間下的自由活動,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q2,needs-review,FALSE,
mock-p1-r4-y107-q003,p1,4,107,3,,,為歐洲人東遊奠定基礎的十字軍東征，其目的為爭奪宗教神聖之地—耶路撒冷，下列何者非為此事件的主要宗教？,伊斯蘭教,基督教,猶太教,印度教,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q3,needs-review,FALSE,
mock-p1-r4-y107-q004,p1,4,107,4,,,臺灣多年來用心經營的「MICE」產業，屬於行政院主計總處「中華民國行業標準分類」的哪,第 R 大類 一大類？ ( B) 第 I 大類,,第 N 大類,第 H 大類,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q4,needs-review,FALSE,
mock-p1-r4-y107-q005,p1,4,107,5,,,賞楓紅與品鮮蟹為秋天時節最吸引人的觀光資源，此季節赴江南旅遊團費通常比冬季高，為旅 行業者利用差別定價策略，實施收益管理。此為餐旅業何種特性所致？,Heterogeneity,Changeability,Continuously,Perishability,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q5,needs-review,FALSE,
mock-p1-r4-y107-q006,p1,4,107,6,,,由 Courier 所協助之「Class Travel」為餐旅業哪一時期的旅遊方式？,齊民要術一賈思勰,備急千金要方一呂不韋,隨園食單一袁枚,東方見聞錄一馬可波羅,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q6,needs-review,FALSE,
mock-p1-r4-y107-q008,p1,4,107,8,,,近年來「咖啡」被稱為餐飲黑金潮，回顧臺灣餐飲業演進，許多國際咖啡業者早已投入臺灣市場。請將下列國外咖啡品牌於臺灣開設時間，按先後順序由先至後正確排列。甲、羅多倫咖啡 乙、星巴克咖啡 丙、真鍋咖啡 丁、上島咖啡,甲丁丙乙,丁甲丙乙,乙丁甲丙,乙丙丁甲,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q8,needs-review,FALSE,
mock-p1-r4-y107-q009,p1,4,107,9,,,下列何者為 Restaurant Chains 較無法達到之經營方式？,集中採購降低成本,廣告密集享有規模經濟利益,易於發展地域性特色,可由中央廚房提供半成品運用,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q9,needs-review,FALSE,
mock-p1-r4-y107-q010,p1,4,107,10,,,以合理的價格、最佳的質量購買物料為餐飲業的整體考量標準。試問，下列何者是「在特定期限內完成報價通知才有效」的採購方法？,穩固報價,聯合報價,條件式報價,再複報價,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q10,needs-review,FALSE,
mock-p1-r4-y107-q011,p1,4,107,11,,,西式料理多以甜點成為賓客幸福用餐時光的美好結尾，時至今日，每一個國家皆有其代表性甜點。下列各國家與其經典甜點之配對，何者正確？,西班牙：瑪德蓮蛋糕(Madeleine),法國：提拉米蘇(Tiramisu),瑞士：黑森林蛋糕(Schwarzwälder Kirschtorte),奧地利：沙河蛋糕(Sacher Torte),,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q11,needs-review,FALSE,
mock-p1-r4-y107-q012,p1,4,107,12,,,臺灣菜餚融合多元且具有獨特性，源自於早期發展過程不同菜系的影響。下列何種菜系對於臺灣菜餚，並沒有產生顯著影響？,廣東菜,日本料理,福建菜,韓國料理,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q12,needs-review,FALSE,
mock-p1-r4-y107-q013,p1,4,107,13,,,民國54 年，圓山飯店成立「空廚餐點供應站」，成為我國空中廚房的開始。此種由空中廚房統一製備餐食，統一供餐的方式，屬於哪一類型餐飲服務？,Counter service,Table service,Feeding service,Delivery service,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q13,needs-review,FALSE,
mock-p1-r4-y107-q014,p1,4,107,14,,,以「不問鳥、獸、蟲、蛇，無不食」形容何種菜系最為貼切？,湘菜,粵菜,閩菜,皖菜,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q14,needs-review,FALSE,
mock-p1-r4-y107-q015,p1,4,107,15,,,下列哪一項非為餐廳外場從業人員 Maître d’ Hôtel de Carré 的工作職掌？,安排 Mise en Place,主持 Briefing,注意 Reservation Log Book,現場調度各 Rang 區域人員,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q15,needs-review,FALSE,
mock-p1-r4-y107-q016,p1,4,107,16,,,舒芙蕾(Soufflé)為法國經典甜點之一，在西式餐廳內場，由哪一位工作人員負責製作？,Garde Manger,Entremetier,Poissonnier,Pȃtissier,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q16,needs-review,FALSE,
mock-p1-r4-y107-q017,p1,4,107,17,,,有關餐廳空間規劃，下列正確無誤的基本原則，共計幾項？甲、用餐區相對溼度應維持在75\~85%乙、廚房金三角動線愈短愈好丙、主要動線若為單人通道至少應有90 公分丁、廚房內的壓力應保持負壓戊、餐飲貯藏設施面積占總餐飲場所面積約十分之一,四項,三項,二項,一項,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q17,needs-review,FALSE,
mock-p1-r4-y107-q018,p1,4,107,18,,,夏天為食物中毒經常發生的季節，「烹煮後的白米飯經過調理，置於室溫下，時間過久或保溫未達60°C」可能引發何種細菌性食物中毒？,沙門氏菌,仙人掌桿菌,腸炎弧菌,金黃色葡萄球菌,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q18,needs-review,FALSE,
mock-p1-r4-y107-q019,p1,4,107,19,,,餐廳廚房依清潔或汙染程度分隔不同操作區域，下列哪一項不屬於「準清潔區」？,驗收區,切割區,調理區,烹調區,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q19,needs-review,FALSE,
mock-p1-r4-y107-q020,p1,4,107,20,,,餐廳外場營業後的檢討(Closing Duty)，下列哪一項工作為此階段必要工作項目？,Tear-down,Briefing,House work,Put in Place,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q20,needs-review,FALSE,
mock-p1-r4-y107-q021,p1,4,107,21,,,「溫暖廚房」的招牌菜色為香煎豬排佐蕃茄羅勒醬，其成品包含兩片豬排，每片重 60 公克。經確認現有庫存量為13 公斤，明日預約外送訂單30 份，事先處理與調味後，則會剩下多少庫存量明日營業用？(生產耗損率：40%),4 公斤,5 公斤,6 公斤,7 公斤,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q21,needs-review,FALSE,
mock-p1-r4-y107-q022,p1,4,107,22,,,在西方，最早提及旅館的著作是「聖經」，隨著時代演變，旅館發展也發展出不同型態。下列哪一間旅館為第一家於客房內設有衛浴設備的？,元朝一會同館,春秋戰國一館舍,秦漢一逆旅,唐代一禮賓院,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q22,needs-review,FALSE,
mock-p1-r4-y107-q024,p1,4,107,24,,,隨著消費者需求變化，近來許多旅館於客房中提供「handy」智慧型手機，提供住客能夠免費撥打國內電話、使用當地網路、善用地圖 APP 等。請問，「handy 手機」屬於旅館商品構成要素中的哪一項？,Facilitating Goods,Implicit Service,Explicit Service,Supporting Facilities,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q24,needs-review,FALSE,
mock-p1-r4-y107-q025,p1,4,107,25,,,根據觀光旅館建築及設備的規範，下列哪一項被列為僅有國際觀光旅館才能夠設立的應設附屬設備？,商店,酒吧,健身房,宴會廳,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q25,needs-review,FALSE,
mock-p1-r4-y107-q026,p1,4,107,26,,,委託晶華酒店經營管理的「新光信義傑士堡」為長住型旅館，此類型住宿期間多為一個月以上，除了客房之外，多有客廳、廚房及家電設備。此種旅館，在英國稱為Condominium，在美國稱為 Apartment Hotel，若是在「歐洲地區」稱為：,Pension,Transit Hotel,City Hotel,Economy Hotel,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q26,needs-review,FALSE,
mock-p1-r4-y107-q027,p1,4,107,27,,,有關我國星級旅館評鑑計劃，下列敘述何者正確？甲、參考美國AH&LA 制度而設立乙、領有開業執照的汽車旅館可以參加評鑑丙、評鑑費用係依旅館房間數收取丁、建築設備與服務品質兩項總分未滿600 分者，核給「三星級戊、建築設備與服務品質兩項目為同時申請辦理,乙丁戊,甲丙丁,乙丙丁,乙丙丁戊,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q27,needs-review,FALSE,
mock-p1-r4-y107-q028,p1,4,107,28,,,以一星至五星作為旅館等級識別，能夠讓旅客在住宿選擇上有共同的認知，進而找到適合自己需求的旅館。世界各國政府或各單位對於星級所代表之意義，皆有其敘述之方式，以世界觀光組織(UNWTO)所稱「三星級」為Second Class，下列何者為相同三星級意義？,Budget Lodging,,Very Good,Limited Service,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q28,needs-review,FALSE,
mock-p1-r4-y107-q029,p1,4,107,29,,,下列何種房租計價方式包含住宿及一餐美式早餐之費用？,EP,DP,CP,BP,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q29,needs-review,FALSE,
mock-p1-r4-y107-q030,p1,4,107,30,,,澳門各大旅館多數皆備有往返機場、碼頭、舊城區的接駁車(Shuttle Bus)，此接駁車的安排與調度為旅館哪一部門之工作職掌？,Executive Business Center,Reservation Center,Private Branch Exchange,Uniform Service,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q30,needs-review,FALSE,
mock-p1-r4-y107-q031,p1,4,107,31,,,為旅館旅客提供「兌換外幣」的工作，是哪一位服務人員的職責？,詢問服務員,櫃檯出納員,客務專員,機場代表,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q31,needs-review,FALSE,
mock-p1-r4-y107-q032,p1,4,107,32,,,王先生曾於日前入住位於桃園的「臺北諾富特華航機場飯店」感到相當滿意，此為國際連鎖旅館集團中的一個品牌，若是想在下次旅行選擇同一集團旅館品牌，下列何者能夠符合王先生需求？,Hotel Indigo,Sofitel,Conrad Hotels,Sheraton,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q32,needs-review,FALSE,
mock-p1-r4-y107-q033,p1,4,107,33,,,下列哪一間連鎖旅館採用的是「特許加盟」的經營方式？,臺北喜來登大飯店,臺北大倉久和大飯店,臺南遠東國際大飯店,臺北君悅大飯店,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q33,needs-review,FALSE,
mock-p1-r4-y107-q034,p1,4,107,34,,,「旅客登記入住後，提早遷出辦理退房」被稱為是提前遷出(Early Check-out)，旅館業者亦會使用下列哪一個房況用語作為紀錄？,Under Stay,Block Room,Transfer,Sleeper,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q34,needs-review,FALSE,
mock-p1-r4-y107-q035,p1,4,107,35,,,旅館於團體旅客遷入時，櫃檯接待員不需向領隊確認的時間項目為何？,Reconfirm C/O Time,Baggage Down Time,Cut-out Time,Kind of Meals & Time,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q35,needs-review,FALSE,
mock-p1-r4-y107-q036,p1,4,107,36,,,2018年大陸地區爆發具高度傳染性的非洲豬瘟疫情，使得周邊亞洲國家處於高度警戒狀態，臺灣政府亦大力宣導各項檢疫措施。依據規定，年滿 20 歲旅客入境臺灣時，攜帶哪一項物品且未超過限額可以選擇「免報稅檯」通關？,菸捲 300 支,雪茄 30 支,0.3 公升小樣酒品二瓶,酒類三瓶(總量為1 公升),,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q36,needs-review,FALSE,
mock-p1-r4-y107-q037,p1,4,107,37,,,旅行業開發新行程後，經常舉辦實地考察團，或可稱為踩線團，邀請同業參加，以利行程修正或日後代為推廣，此種方式多為哪一類型旅行業的操作方式？,零售旅行業,遊程承攬旅行業,躉售旅行業,特殊旅行業,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q37,needs-review,FALSE,
mock-p1-r4-y107-q038,p1,4,107,38,,,藍天旅行社申請設立為甲種旅行業，除了總公司之外，在新竹、臺中、臺南、高雄分別有一家分公司。請問，藍天旅行社實收之資本總額不得少於多少金額？,600 萬,1000 萬,3000 萬,3600 萬,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q38,needs-review,FALSE,
mock-p1-r4-y107-q039,p1,4,107,39,,,美國運通公司為了讓旅遊更加便利，當時發展出多項創新設計，成為現今旅行業不可或缺的旅遊工具。下列哪一項不是美國運通公司設計發行的？,Credit Card,Circular Ticket,Space Bank,Travel Check,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q39,needs-review,FALSE,
mock-p1-r4-y107-q040,p1,4,107,40,,,旅行業產品部門中，負責安排行前說明會時間、地點、資料…等相關事項，是哪一位工作人員之工作職掌？,線控人員,遊程企劃人員,團控人員,控團人員,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q40,needs-review,FALSE,
mock-p1-r4-y107-q041,p1,4,107,41,,,畢業於大學觀光科系且擁有英語領隊執照的「小白」帶團多年，其風格幽默逗趣，成為許多忠實旅客指定的金牌領隊。近來欲參加旅行業經理人訓練，小白擔任領隊人員應具備多少年資才能夠申請？,八年,七年,六年,五年,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q41,needs-review,FALSE,
mock-p1-r4-y107-q042,p1,4,107,42,,,華語領隊得執行引導國人團體旅遊業務，唯下列哪一地點非為其執行業務之範圍？,新加坡,澳門,香港,,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q42,needs-review,FALSE,
mock-p1-r4-y107-q043,p1,4,107,43,,,旅行社與旅客所簽定之旅遊定型化契約，下列應記載事項何者正確？,有購物行程應載明,契約審閱期間為10 小時,應載明旅客須支付小費金額,未記載簽約日期則契約無效,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q43,needs-review,FALSE,
mock-p1-r4-y107-q044,p1,4,107,44,,,中華民國護照由外交部領事事務局核發，「普通護照」若是遺失補發，未滿十四歲者，其核發效期年限為多少年？,10 年,5 年,3 年,一年六個月,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q44,needs-review,FALSE,
mock-p1-r4-y107-q045,p1,4,107,45,,,國際航空運輸協會將全世界劃分為三大飛行區域，下列哪一地點屬於第二大區域？,DPS,MAD,SEA,SEL,,B,,single-choice,117-4專一試題\auto\117-4專一試題.md#q45,needs-review,FALSE,
mock-p1-r4-y107-q046,p1,4,107,46,,,機票欄位中「訂位狀況(STATUS)」欄，是以何種機票種類代碼表示「領隊優惠票」？,NS,ID,IN,CG,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q46,needs-review,FALSE,
mock-p1-r4-y107-q047,p1,4,107,47,,,當餐旅消費市場購買力下降，使得賣方供給大於需求的情況下，必須採取刺激消費者購買意願的促銷方式，此為行銷演進的哪一個時期？,產品導向時期,生產導向時期,銷售導向時期,行銷導向時期,,C,,single-choice,117-4專一試題\auto\117-4專一試題.md#q47,needs-review,FALSE,
mock-p1-r4-y107-q048,p1,4,107,48,,,消費者購買旅遊產品時，發現「品牌間相似度高，產品價格偏高」，由於對此類產品不熟悉，產生高度風險，因此花費許多時間深入研究。上列敘述屬於哪一種消費者購買行為？,複雜的購買行為,尋求變化的購買行為,習慣性的購買行為,降低認知失調的購買行為,,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q48,needs-review,FALSE,
mock-p1-r4-y107-q049,p1,4,107,49,,,下列哪一種餐旅服務行銷方式主要的目標在於「履行實現承諾」，使消費者能夠獲得滿意的服務？,互動行銷,科技行銷,外部行銷,內部行銷,,A,,single-choice,117-4專一試題\auto\117-4專一試題.md#q49,needs-review,FALSE,
mock-p1-r4-y107-q050,p1,4,107,50,,,某知名旅行社推出「英國蘇格蘭高爾夫球朝聖之旅」，消費者能夠親身體驗在世界知名球場打球，因此，吸引許多高爾夫球迷報名參加。此種方式是善用行銷策略中「市場區隔」的哪一種變數？,人口統計變數,行為變數,地理變數,"心理變數

## 【以下空白】",,D,,single-choice,117-4專一試題\auto\117-4專一試題.md#q50,needs-review,FALSE,
mock-p1-r5-y107-q001,p1,5,107,1,,,"有關觀光餐旅業之敘述，下列何者錯誤？甲、Hospital 一詞，最能展現產業服務精神乙、最早是藉由商貿活動形成，歷經無數時期演變才有今日現況丙、產業發展無關社會、環境、文化、經濟層面之影響丁、可創造地方 Tourism Multiplier Effects 之提升戊、需有人、時間、空間之構成

己、法國大革命(Révolution française)導致貴族落難走入民間，也促成宮廷料理平民化及 MassTour 時代來臨",甲乙丁,甲丙己,甲丙戊己,乙丙丁戊,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q1,needs-review,FALSE,
mock-p1-r5-y107-q002,p1,5,107,2,,,觀光餐旅從業人員能想在顧客需要之前，做到顧客想要之上，創造顧客「最有感」的服務，如為左撇子顧客調整餐具使用方向、看見父母攜帶幼童前來用餐，主動提供專用高腳椅…。這些服務的表現，屬於何種從業能力的展現？,溝通協調能力,語言表達能力,隨機應變能力,吃苦耐勞能力,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q2,needs-review,FALSE,
mock-p1-r5-y107-q003,p1,5,107,3,,,2018 年日本北海道大雪癱瘓新千歲機場、法國巴黎發生黃背心事件(Mouvement des GiletsJaunes)，反映出無論是天災或是人禍，皆會造成國家觀光餐旅事業發展的困難；此種狀況即可稱為：,Tourism Satellite Accounts，TSA,Travel Resistance，TR,,Value Added Tax，VAT,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q3,needs-review,FALSE,
mock-p1-r5-y107-q004,p1,5,107,4,,,觀光餐旅從業人員必須針對每位顧客不同的需求，彈性調整服務的供給，服務內容無法如同製造業產品完全制式化。此種服務特性即指下列何者？,商品無形性,需求異質性,服務變化性,供給綜合性,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q4,needs-review,FALSE,
mock-p1-r5-y107-q005,p1,5,107,5,,,「每逢旺季，顧客總是同一時間大量湧入，業者往往無法立即足量供給需求，因而損失營業額或導致服務品質降低」，此乃觀光餐旅業共同性的問題。此問題主要源自下列何項行業特質所致？,Heterogeneity,Intangibility,Perishability,Inseparability,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q5,needs-review,FALSE,
mock-p1-r5-y107-q006,p1,5,107,6,,,有關觀光餐旅從業人員職業生涯發展(Career Development)規劃之敘述，下列何者不適宜？,首要步驟為「確定目標」,樂於傾聽及採納各方建議與期望,強化自我管理與行銷訓練能力，可培養創業或成為管理者之能力,可尋求企業人力資源部門協助進行職涯規劃,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q6,needs-review,FALSE,
mock-p1-r5-y107-q007,p1,5,107,7,,,有關觀光餐旅從業人員應具備之人格特質敘述，下列何者不適宜？,能理解顧客思維與需求，盡力滿足期望，提供細心的服務，為同情心(Sympathy)之展現,嘴甜、反應快，才容易贏得顧客好感,能用心留意自己被服務的經驗，才能「設身處地」為顧客設想,包容性要強，要能將情緒「歸零」，微笑待客,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q7,needs-review,FALSE,
mock-p1-r5-y107-q008,p1,5,107,8,,,觀光餐旅業可說是無歇性(Restless)的行業，有關其從業人員工作特性之敘述，下列何者正確？,工作時間朝九晚五，但可自主排班輪休,工作職責以服務為主，體力腦力耗費較少,須備多元本職技能，入行條件門檻較高,奧客刁難無可避免，自我 EQ 控管要修鍊,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q8,needs-review,FALSE,
mock-p1-r5-y107-q009,p1,5,107,9,,,有關觀光餐旅業服務現場情境之敘述，下列何者不符合觀光餐旅業應具備的職業道德？,甲為漢尼耶(Grimod de la Reyniére，法國)、乙為彭祖(中國)、丙為愛司可菲(Georges AugusteEscoffier，法國),乙為伊尹(中國)、丙為安東尼卡雷姆(Marie-Antoine Carême，法國)、丁為布朗傑(法國),丁為法蘭西斯皮耶爾(Francois Pierre de la Varenne，法國)、戊為費儂博安(Fernand Point)、己為漢尼耶(Grimod de la Reyniére，法國),丙為愛司可菲(Georges Auguste Escoffier，法國)、戊為安東尼卡雷姆(Marie-Antoine Carême，法國)、己為法蘭西斯皮耶爾(Francois Pierre de la Varenne，法國),,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q9,needs-review,FALSE,
mock-p1-r5-y107-q012,p1,5,107,12,,,下列西餐經典名餚中，發源國與烹調方法之組合，何者錯誤？,香煎鵝肝排－法國－Stir Fry,爐烤牛肉－英國－Roast,米蘭燴牛膝－義大利－Stew,碳烤肋眼牛排－美國－Grill,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q12,needs-review,FALSE,
mock-p1-r5-y107-q013,p1,5,107,13,,,下列餐飲連鎖品牌中，屬於臺灣餐飲業者自創經營者為何？甲、鼎泰豐(Din Tai Fung) 乙、丹丹漢堡丙、85 度 C 丁、拿坡里披薩(Napoli)己、星巴客咖啡(Starbucks Coffee),甲乙丙戊,甲乙丙戊己,甲乙丙丁戊,甲乙丙丁戊己,,C,,single-choice,117-5專一試題\auto\117-5專一試題.md#q13,needs-review,FALSE,
mock-p1-r5-y107-q014,p1,5,107,14,,,有關餐飲業營運概況之敘述，下列獲利性最低之組合為何？甲、食材成本上漲 乙、營業收益增加 丙、飲料收入減少丁、店面租金調降 戊、營業稅率調降 己、勞務成本調升,甲丙己,甲戊己,乙丙丁,乙丁戊,,A,,single-choice,117-5專一試題\auto\117-5專一試題.md#q14,needs-review,FALSE,
mock-p1-r5-y107-q015,p1,5,107,15,,,"有關中西式廚房組織人員工作職掌對應之敘述，下列何者正確？

<table><tr><td>選項</td><td>中式廚房</td><td>工作職掌</td><td>西式廚房</td></tr><tr><td>",</td><td>冷盤師傅</td><td>負責冷食類的加工製備及裝盤</td><td>Entremetier</td></tr><tr><td>,</td><td>點心師傅</td><td>負責製備各式點心</td><td>Pâtissier</td></tr><tr><td>,</td><td>燒烤師傅</td><td>負責燒烤菜餚製備，提供良好品 質與色、香、味俱全的燒烤食品</td><td>Baker</td></tr><tr><td>,</td><td>學徒</td><td>負責廚房清潔衛生，內外場整理 工作，各種餐具、廚具的洗滌</td><td>Tournant</td></tr></table>,,B,,single-choice,117-5專一試題\auto\117-5專一試題.md#q15,needs-review,FALSE,
mock-p1-r5-y107-q016,p1,5,107,16,,,有關餐廳格局設計之敘述，下列何者不宜？,桌椅採對角配置有利於節省空間,黃金三角形動線即爐檯、水槽、冰箱三點距離不超過6 公尺，每個點的理想距離為90 公分,廚房設備採背對背平行排列設置，可將烹調設備集中，提升作業效率,外場用餐區與內場廚房理想之面積比例為1：3,,D,,single-choice,117-5專一試題\auto\117-5專一試題.md#q16,needs-review,FALSE,
