id,paper,exam_round,year,question_number,variant,taxonomy_code,prompt_md,option_a,option_b,option_c,option_d,option_e,answer,explanation_md,question_type,source_ref,review_status,enabled,updated_at
mock-p2-r4-y107-q021,p2,4,107,21,,,下列何者為「Side Table Service」之餐飲服務方式？,服務員可以使用餐巾或展示盤定位,餐具左右兩側擺放不超過三件為原則,麵包盤與奶油刀放置顧客右側，便於服務員服務麵包,水杯宜擺放餐刀正上方，杯腳與餐刀垂直對齊,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q21,needs-review,FALSE,
mock-p2-r4-y107-q024,p2,4,107,24,,,服務生將準備餐廳明日預定的120 客「歐陸式早餐」餐桌擺設，準備的器具中，何者較不需要準備？,新鮮的柳橙汁，以可林杯或高飛球杯盛裝，需要附吸管與杯墊,熱牛奶隔水加熱至 65-70度，以咖啡杯組盛裝，另附糖盅,碳酸飲料開瓶前勿晃動，準備的杯子內可放冰塊，供顧客使用,熱阿華田，以可林杯或高飛球杯盛裝,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q24,needs-review,FALSE,
mock-p2-r4-y107-q026,p2,4,107,26,,,有關 Corkscrew 開瓶器的說明，下列敘述何者正確？,蝴蝶形開瓶器；適用於陳年葡萄酒，最能保持軟木塞的完整,侍者之友；屬於專業型的開瓶器，餐廳最常見的開瓶器,兩片式(薄片型)開瓶器；較費力，軟木塞易因受力不均而斷裂,,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q26,needs-review,FALSE,
mock-p2-r4-y107-q027,p2,4,107,27,,,下列四位服務員中，哪一位的顧客抱怨處理較不適當？慧喬用心且主動傾聽顧客提出的抱怨，以積極的態度處理問題棟元展現誠意，抱持同理心，真誠表達歉意，展現處理事情的誠意寅娜掌握抱怨處理時效，迅速解決問題熙俊以不容置疑的態度處理顧客抱怨，立即要求顧客負責,慧喬,棟元,寅娜,熙俊,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q27,needs-review,FALSE,
mock-p2-r4-y107-q028,p2,4,107,28,,,有關餐具的清潔與儲存，下列敘述何者錯誤？甲、餐具清洗的路徑為：汗染區→洗滌區→清潔區乙、餐具清洗乾燥後置於暫存區不得超過30 分鐘丙、同尺寸大小的餐具推疊一起，分類放置丁、清潔後之餐具，若超過36 小時未送到用餐場所，需重新洗滌戊、為節省空間使用，洗淨未乾燥之餐具可重疊放置,甲乙,丁戊,乙戊,丙戊,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q28,needs-review,FALSE,
mock-p2-r4-y107-q029,p2,4,107,29,,,在正式場合中，下列介紹順序何者較為適宜？,將張學友個人介紹給玖壹壹團體,將吳奶奶介紹給高中生張同學,將陳女士介紹給林先生,將餐廳林經理介紹給資深王領班,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q29,needs-review,FALSE,
mock-p2-r4-y107-q030,p2,4,107,30,,,陳董事長夫妻宴請林校長賢伉儷於西式餐廳用餐，餐廳內將座位安排於一間擺放四人方桌的包廂，請問下列何種狀況最為正確？,林校長夫人背坐於大門,安排末座給林校長夫人,首席為陳董事長,陳董事長夫人面門而坐,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q30,needs-review,FALSE,
mock-p2-r4-y107-q031,p2,4,107,31,,,飯店餐廳經常會有促銷或招待優惠，因此在帳單簽上招待的方式，下列何者配對正確？甲、ENT 乙、PE 丙、HU 丁、Voucher<sup>,</sup> <sup>甲ㄅ、乙ㄇ、丙ㄈ、丁ㄆ</sup>,甲Π乙タ丙勺、丁⊂,甲勺乙ヒ丙Π、丁タ,甲ㄇ、乙ㄈ、丙ㄅ、丁ㄆ,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q31,needs-review,FALSE,
mock-p2-r4-y107-q032,p2,4,107,32,,,下列何者屬於「Hollowware」？,Esacrgot Fork,Squeezer,Platter,Sugar Tongs,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q32,needs-review,FALSE,
mock-p2-r4-y107-q033,p2,4,107,33,,,有關火災種類與其適用滅火器，下列敘述何者正確？,A類火災：可燃性液體或氣體與油脂類物質所引起,B 類火災：指通電中之電氣機械器具及電氣設備,C 類火災：指普通可燃物引起之火災,"D類火災：可燃性金屬物質或禁水性物質引起之火災

## 第二部分：飲料與調酒",,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q33,needs-review,FALSE,
mock-p2-r4-y107-q034,p2,4,107,34,,,Cola、Milo、Black Tea、Pousse Café、Kona Coffee、Lemonade、Sparkling Water，上述含有咖啡因的飲品共有幾種？,7 種,6 種,5 種,4 種,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q34,needs-review,FALSE,
mock-p2-r4-y107-q035,p2,4,107,35,,,風靡於餐飲業的天然食材，經冷水沖泡變成藍紫色，加入檸檬汁呈現粉紅色的液體且有豐富花青素的選擇有下列哪些選項？甲、紫羅蘭 乙、薰衣草 丙、蝶豆花 丁、藍莓果,甲,乙、丙,甲、丙,乙、丁,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q35,needs-review,FALSE,
mock-p2-r4-y107-q036,p2,4,107,36,,,天上飛臺式餐廳在賓客用完餐之後，貼心附上重焙火、發酵程度高，去油解膩的餐後茶最有可能是：,玉露茶,文山包種茶,安化黑茶,阿薩姆紅茶,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q36,needs-review,FALSE,
mock-p2-r4-y107-q037,p2,4,107,37,,,有關茶葉特性的敘述，下列何者正確？,三峽碧螺春、白毫銀針製作過程皆不需進行萎凋,鐵觀音使用鐵觀音品種製成,紅烏龍茶經渥紅發酵使茶湯呈現深褐色,大紅袍不需經過殺菁手續，方能達成80%以上的完全發酵茶,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q37,needs-review,FALSE,
mock-p2-r4-y107-q038,p2,4,107,38,,,假日午後，小丸子一家人前往戶外參加聯合野餐活動，為考量現場安全而禁止使用火源，下列較適合沖煮出咖啡的方式有哪些？甲、Flannel Drip 乙、Belgium Royal Coffee Maker 丙、French Press 丁、Brew Machine,甲、乙、丙,甲、乙、丁,甲、丙、丁,乙、丙、丁,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q38,needs-review,FALSE,
mock-p2-r4-y107-q039,p2,4,107,39,,,有關咖啡豆的使用過程，下列敘述何者正確？,Arabica品質佳是因為產量高且耐病蟲害,日曬法及水洗法皆須經過脫殼的手續得到生豆,咖啡豆烘焙的時間與咖啡的含水量成正比,French Press 應搭配細研磨較能展現咖啡風味,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q39,needs-review,FALSE,
mock-p2-r4-y107-q040,p2,4,107,40,,,下列何者較符合Barista所具備的咖啡沖煮技巧？,Moka Express 的咖啡粉末適用 Fine 沖煮,Filter Paper Drip 專門用於 Syphon 過濾咖啡渣,Aeropress 操作時，需上下翻轉，將咖啡粉浸泡於水中,Flannel Drip需使用冰塊及水，進行4 小時以上的濾滴過程,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q40,needs-review,FALSE,
mock-p2-r4-y107-q041,p2,4,107,41,,,市面上Soft Drinks 種類繁多，下列何者為正確的購買資訊？,養樂多屬於乳酸飲料，活菌數在100 萬個以上,舒跑、老虎牙子、速纖皆為 Functional Drinks,Chateldon 為法國頂級 Sparkling Water，又有水中香檳之稱,奇異之吻材料中的柳橙汁，採用榨汁器可萃取較多的柳橙汁,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q41,needs-review,FALSE,
mock-p2-r4-y107-q042,p2,4,107,42,,,Fermented Alcoholic Beverage 係指原料經過糖化、發酵的過程，下列何者屬於上述提及的酒 類？,Root Beer,Sloe Gin,Lager,Ginger Ale,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q42,needs-review,FALSE,
mock-p2-r4-y107-q043,p2,4,107,43,,,下列何者為 Cognac 服務方式？,On The Rocks,Neat,Mizuwali,Chaser,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q43,needs-review,FALSE,
mock-p2-r4-y107-q044,p2,4,107,44,,,下列選項中，採用全世界第一的藍山咖啡豆加蘭姆酒製成的咖啡香甜酒為何？,Tia Maria <sup>,</sup> <sup>Kahlua</sup> <sub>,Crème de Café Schula,Fruko-</sub>,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q44,needs-review,FALSE,
mock-p2-r4-y107-q045,p2,4,107,45,,,有關Mint Frappe的調製過程，下列敘述何者正確？,使用 Martini Glass 盛裝,遞給客人時，不需附上 Coaster,準備 Cherry Stick,操作 Blender 製作碎冰,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q45,needs-review,FALSE,
mock-p2-r4-y107-q046,p2,4,107,46,,,1818 Bar 提供多款的人氣 Cocktail，其中包括【Screwdriver、Bloody Mary、Kamikaze】，以上準備材料時的相同之處為何？,Orange Slice,Old Fashioned Glass,Fresh Lemon Juice,Vodka,,D,,single-choice,117-4專二試題\auto\117-4專二試題.md#q46,needs-review,FALSE,
mock-p2-r4-y107-q047,p2,4,107,47,,,下列何者是調製 Mixed Drinks 常見的 Condiments？,Cinnamon、Tabasco、Salt,Syrup、Mint、Cola,Milk、Mint、Nutmeg,Lemon Juice、Egg、Sugar,,A,,single-choice,117-4專二試題\auto\117-4專二試題.md#q47,needs-review,FALSE,
mock-p2-r4-y107-q048,p2,4,107,48,,,裝有雞尾酒心臟之稱且有利尿功能的Short Drinks為：,Gin Fizz,New York,Pink Lady,Black Russian,,C,,single-choice,117-4專二試題\auto\117-4專二試題.md#q48,needs-review,FALSE,
mock-p2-r4-y107-q049,p2,4,107,49,,,有關書本型Drink List 的敘述，下列何者正確？,常見於西餐廳，Cocktail 以 By Bottle 的方式供應,House Wine 適合推薦客人搭配各式佳餚,編號是為了方便員工填寫 Captain Order,內頁固定附上 Promotional Card,,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q49,needs-review,FALSE,
mock-p2-r4-y107-q050,p2,4,107,50,,,有關 Wine Service 的敘述，下列何者正確？,主要由 Bartender 提供服務,陳年紅酒易有 Sediments 可用酒籃開瓶,Riesling 適飲溫度應在 4\~7°C,"需事先於客桌擺放杯墊再進行放置酒杯及倒酒的服務

![](images/37837bd1ca7e3fdc26de11e9d472489645a43bae7ecb12fdcb6961e6b23c299f.jpg)",,B,,single-choice,117-4專二試題\auto\117-4專二試題.md#q50,needs-review,FALSE,
mock-p2-r5-y107-q001,p2,5,107,1,,,有關餐飲從業人員的職稱與職責之說明，下列何者不正確？,Barman：負責飲料調製，不負責端送飲料給客人,Chef d'Etage：負責端送客房餐飲至客房內,Butcher：負責現場切割燒烤大塊肉類,Expenditer：又稱為Runner，負責將點菜單送到廚房內，將菜餚自廚房端送到餐廳服務檯上，再由服務員送至餐桌，將殘盤送回廚房,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q1,needs-review,FALSE,
mock-p2-r5-y107-q002,p2,5,107,2,,,餐廳的餐飲設備眾多，各有不同功能與用途，有關餐飲設備的介紹，下列說明何者不正確？,若是100×100公分的方桌，而二邊檯布下垂共距離60公分，則方檯布的大小應為160×160公分,摺疊桌(Collapsible Table)是指大小約爲90 cm×90 cm方桌，需要時，可將四弧形邊打開，方桌即變圓桌,IBM國際標準會議桌的尺寸有180cm×45 cm、180 cm×60 cm 以及180 cm×90 cm三種，分別適用於宴會廳的會議桌、西餐餐檯以及客用餐桌、接待桌等,75 cm×75 cm的方桌，又稱為Deuce，通常設於咖啡廳或速食業，屬於小型方桌，可提高座位的使用率 A,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q2,needs-review,FALSE,
mock-p2-r5-y107-q003,p2,5,107,3,,,有關餐廳的各種服勤設備，下列哪些不適合用在客房餐飲服務？①Tray Stand ②Service Trolley ③Room Service Trolley ④Side board ⑤Mobile Dish Trolley,①③④,②⑤,②④⑤,④⑤,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q3,needs-review,FALSE,
mock-p2-r5-y107-q004,p2,5,107,4,,,依照現代式西餐上菜原則，下列菜餚的上菜順序何者正確？ ①Sherbet ②Fish ③Hot Appetizer ④Cold Appetizer ⑤Soup ⑥Cheese ⑦Dessert ⑧Meat with Vegetable ⑨Beverage,④⑤③②①⑧⑥⑦⑨,⑤④③①②⑥⑧⑦⑨,④⑤③②①⑥⑧⑨⑦,⑤④③②①⑧⑦⑥⑨,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q4,needs-review,FALSE,
mock-p2-r5-y107-q005,p2,5,107,5,,,有關中餐上菜的原則，下列哪些正確？①先鹹後甜 ②先淡後濃 ③先冷荣後熱菜 ④先普通食材、後質佳昂貴食材⑤先酒後菜 ⑥先炒後燒 ⑦先蒸後燒 ⑧先湯菜後乾菜,①②③⑤⑥,①②③④⑤⑥,①②③④⑤⑥⑦,①②③④⑤⑥⑦⑧,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q5,needs-review,FALSE,
mock-p2-r5-y107-q006,p2,5,107,6,,,"依據下列點菜單的菜單內容，判斷哪一位賓客是印度教徒？

<table><tr><td rowspan=1 colspan=2>Table Plan</td></tr><tr><td rowspan=1 colspan=1>",娜簾</td><td rowspan=1 colspan=1>,子魚</td></tr><tr><td rowspan=1 colspan=1>Roasted Pork LionChocolate Ice-cream</td><td rowspan=1 colspan=1>Creamy mushroom soupShrimp saladSirloin SteakCoffee</td></tr><tr><td rowspan=1 colspan=1>,致校</td><td rowspan=1 colspan=1>,多嫻</td></tr><tr><td rowspan=1 colspan=1>Seabass consommé with vegetable julienneItalian bolognese</td><td rowspan=1 colspan=1>Fresh vegetable saladCream tomato soup with ginBaked Cod with CheeseChocolate Pie</td></tr></table>,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q6,needs-review,FALSE,
mock-p2-r5-y107-q007,p2,5,107,7,,,有關西餐長桌席次安排，若賓主成對，男女主人兩端 對坐的情況下(如圖(一))，男主人與男賓客皆吃雞腿 而女主人與女賓客皆吃魚排，則下列何者錯誤？,1 號席次吃雞腿,2 號席次吃魚排,3 號席次吃雞腿 圖(一),"5 號席次吃雞腿

![](images/be5fc8f6577b9e71c270f6e88136b5a45e13c8cc55708ea96a396f993fa726cb.jpg)",,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q7,needs-review,FALSE,
mock-p2-r5-y107-q008,p2,5,107,8,,,有關營業前的準備工作項目與工作內容之說明，下列何者錯誤？,House work：指餐廳的清潔工作，包括場地與設備的清潔,Service Mise en Place 是指服務區的準備，例如：餐具、布巾整理及餐桌擺設,Guest Mise en Place 是指用餐區的準備，例如：檯布舖設及口布摺疊,Briefing：是指餐前會報，包括工作檢核、服務前會議、訂位確認,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q8,needs-review,FALSE,
mock-p2-r5-y107-q009,p2,5,107,9,,,下列哪一種托盤的操作方式可能出現於宴會、西餐、客房餐飲服務等服勤的過程中，而且有時會搭配服務架使用？,夾取體積較小，例如青豆仁、玉米粒等時，先將服務匙將菜餚鏟起，然後叉齒朝下，壓住菜餚,體積較大，圓形且硬的食物，例如紅蘿蔔、馬鈴薯等，叉齒朝下，服務匙朝上,旁桌服務多以雙手操作分叉匙，左叉右匙,體積較大且柔軟易碎的魚排、恩利蛋，可使用兩支服務叉,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q9,needs-review,FALSE,
mock-p2-r5-y107-q011,p2,5,107,11,,,有關特殊菜餚單點的餐具使用，下列何者不正確？,Sirloin Steak：左側餐叉、右側牛排刀,Spaghetti：左側餐叉、右側餐匙,Bouillabaisse：左側魚叉、右側魚刀(內)、橢圓湯匙(外),Foie Gras：小叉、小匙,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q11,needs-review,FALSE,
mock-p2-r5-y107-q012,p2,5,107,12,,,有關各種餐飲服務方式的說明或比較，下列何者不正確？,Carry Out Service 指顧客不必下車就能得到餐飲服務,Cabin Catering Service 指機艙的餐飲服務方式,Institutional Food Service 指的是團體膳食服務,Mobile Canteen Service是指由貨車改造的流動餐車，例如：早餐餐車,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q12,needs-review,FALSE,
mock-p2-r5-y107-q014,p2,5,107,14,,,宴會服務有許多專業與細節，有關宴會服務的說明，下列何者不正確？,飯店內的宴會廳，英文稱為 Ballroom,Luncheon是指午宴，多在中午十二點至下午二點之間舉行(C通常式收位訂金安訂一位服的\~2%,,,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q14,needs-review,FALSE,
mock-p2-r5-y107-q015,p2,5,107,15,,,下列四位業餘品酒愛好者，分別對於葡萄酒服勤有不同的見解，請問哪一位的看法並不正確？,陳橘說：一般紅酒在展示驗酒後，即可開瓶，就是一面醒酒一面調溫,陳其賣說：通常白酒或玫瑰紅酒會從冰桶取出擦拭後，在餐桌上開瓶，不必醒酒,楊秋星說：愈陳年的紅酒，需要醒酒的時間愈短,韓國魚說：陳年紅酒含單寧較多，飲用前20\~30分鐘在酒籃開瓶，即「醒酒」,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q15,needs-review,FALSE,
mock-p2-r5-y107-q016,p2,5,107,16,,,有關中餐服務流程的說明與細節，下列何者不正確？,「叫菜」是指服務員在點完菜，將點菜單送進廚房，廚房著手準備烹調,「走菜」是指顧客準備開始用餐，服務員通知廚房，立刻完成烹調最後手續,中餐服務菜餚的程序為傳菜→上菜→秀菜→分菜,分菜的步驟是先分主菜→分配菜→淋湯汁→加佐料,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q16,needs-review,FALSE,
mock-p2-r5-y107-q017,p2,5,107,17,,,餐飲作業場所可分成污染區、準清潔區及清潔區，請問下列食材、物品或成品屬於清潔區的有幾種？①乾貨 ②清洗中的餐具 ③香煎魚排 ④外带餐盒⑤未烹調的蔬菜 ⑥水果拼盤 ⑦尚未切片的煙燻火腿,2 種,3 種,4 種,5 種,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q17,needs-review,FALSE,
mock-p2-r5-y107-q018,p2,5,107,18,,,當商品容器上標示如圖(二)，表示民眾須作回收之意，四個逆向箭頭代表資源回收四合一制度，下列何者不是箭頭代表的意義？,社區民眾,地方政府,供應商,"回收基金及回收商

![](images/68778952834747975355b611c23f2f10d6984ab32af2e800a74634f0d4b468fc.jpg)  
圖(二) 画(一)",,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q18,needs-review,FALSE,
mock-p2-r5-y107-q019,p2,5,107,19,,,有關火災的應變處理，下列敘述何者不正確？,離地面距離愈高，其溫度愈高，離地30公分處，仍有新鮮空氣，故探低姿勢沿牆面距離爬行到逃生門,油脂燃燒著火，切勿用水去撲救,炒菜時油鍋起火，不可蓋上鍋蓋，盡快使用乾抹布覆蓋滅火,一氧化碳與濃煙是火災的第一殺手，一般房門有30分鐘\~2小時的防火時效，只要將門關緊，火是不會馬上侵襲進來的。但煙是無孔不入，所以必須設法將門縫塞住,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q19,needs-review,FALSE,
mock-p2-r5-y107-q020,p2,5,107,20,,,金碩珍計畫利用放假時出國到海邊或森林區渡假，並入住有大自然美麗景緻的客房，下列房間型態中，符合金碩珍渡假需求的有幾種？①Executive Suite ②Barrier-free Suite ③Group Room ④Lanai ⑤Lodge,1 種,2 種,3 種,4種,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q20,needs-review,FALSE,
mock-p2-r5-y107-q021,p2,5,107,21,,,下列客房的布巾及備品中，無須天天更換的有幾種？①Bad Pad ②Bed Sheet ③Bedspread ④Bed Skirt⑤Blanket ⑥Pillow Case ⑦Foot Mat ⑧ Yukata,3 種,4 種,5 種,6 種,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q21,needs-review,FALSE,
mock-p2-r5-y107-q022,p2,5,107,22,,,下列哪些客房內的設備、器具或備品是屬於消耗品，有些可供客人帶走？①Stopper ②Mineral Water ③Coaster ④Hair Dryer ⑤Lotion ⑥Razer ⑦Vase,②③⑤⑥,①②③⑤⑥,①②③⑤⑥⑦,①②③④⑤⑥⑦,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q22,needs-review,FALSE,
mock-p2-r5-y107-q023,p2,5,107,23,,,下列哪一種報表不是房務人員應該領取並熟悉的責任區域？,Room Status,Room Daily Report,Housekeeping Room Report,No Show List,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q23,needs-review,FALSE,
mock-p2-r5-y107-q024,p2,5,107,24,,,下列四位貴賓分別入住客房的狀態不同，請依據四位的住房狀態來排定誰優先整理房間？①小小瑜已辦理遷入，但房間尚未清潔 ②周紫瑜在房門口掛上「清掃客房」的牌子③宋處瑜是續住的房客 ④韓幗瑜住宿已超過二週,小小瑜,周紫瑜,宋處瑜,韓幗瑜,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q24,needs-review,FALSE,
mock-p2-r5-y107-q025,p2,5,107,25,,,飯店可接受多種的付款方式，有關外幣付款方式，下列依變現率由高至低排列爲何？①Cash ②Credit Card ③Foreign Currency ④Travel Check⑤House Ledger ⑥City Ledger ⑦Personal Check,①②③④⑤⑥⑦,①②③④⑤⑦⑥,①③②④⑤⑥⑦,①③②⑤④⑥⑦,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q25,needs-review,FALSE,
mock-p2-r5-y107-q026,p2,5,107,26,,,每天樓層領班負責檢查房務員打掃整理的房間，有關檢查客房的說明，下列何者不正確？,檢視客房順序為遷出房→續住房→空房,依客房檢查表逐項檢查，檢查設備器具功能和備品數量,房間內分區檢查時，依起居室、臥室、浴室等，由上而下，由外而內，環形動線檢查,有些飯店會要求樓層領班，下班前還要進行樓層巡樓，以確保客房正常狀態,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q26,needs-review,FALSE,
mock-p2-r5-y107-q027,p2,5,107,27,,,飯店客房內地面、牆面的清潔整理實屬不易，有很多細節及手法需注意，有關客房地面、牆面的清潔整理之說明，下列何者不正確？,地面污漬的處理為先剔除污物，再用除蠟劑、清潔劑或地板蠟清理，其步驟為掃地拖地→打蠟→拋光→除蠟,地毯污漬是使用乾洗溶劑或地毯專用清洗劑洗淨，以刷子清刷地毯,壁紙微塵是以除塵刷除去，不可使用抹布擦拭,家具灰塵的清潔是以抹布先溼擦→再擦乾→乾抹布噴蠟→打圓擦亮,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q27,needs-review,FALSE,
mock-p2-r5-y107-q028,p2,5,107,28,,,有關開夜床服務的內容，下列何者不屬之？①調整空調溫度 ②送上餐後水果③在床頭櫃放置晚安糖 ④擺放足布，上置拖鞋⑤拉開窗簾至兩側 ⑥開啓床頭燈⑦將床單與毛毯或羽絨被一起翻摺成約30\~45度的三角形,②,①②⑤⑥,②⑤⑥,②⑤,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q28,needs-review,FALSE,
mock-p2-r5-y107-q029,p2,5,107,29,,,黑人范范一家四口入住智業大酒店渡假，其房間房型爲Twin Double Room，請問隔天房務員應送至布巾室清洗的布巾有哪些，數量爲多少？,4張床單、2張被套、8個枕套,2張床單、2張被套、8個枕套,2張床單、2張被套、4個枕套、2條床旗,2張床單、2張被套、8個枕套、2張清潔衛生墊,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q29,needs-review,FALSE,
mock-p2-r5-y107-q030,p2,5,107,30,,,當住客有換房需求，而進行更換房間時，哪一位飯店職務不是其協助的人員？,Front Desk Clerk,Bell Man,Housekeeper,Office Clerk,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q30,needs-review,FALSE,
mock-p2-r5-y107-q031,p2,5,107,31,,,有關遺失物品招領服務的說明，下列何者不正確？,房務員整理房間發現遺留物時，通知房務辦公室，由房務辦公室聯絡大廳櫃檯，請櫃檯聯繫住客,未經住客同意時，不可擅自寄還或交由親友處理,按國際慣例，房務辦公室保管失物爲一年,房務辦公室會塡寫遺失物品記錄簿，貴重遺留物品放在房務辦公室的保險箱內保存,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q31,needs-review,FALSE,
mock-p2-r5-y107-q032,p2,5,107,32,,,下列何者不屬於飯店公共區域清潔組負責的工作項目？,客用電梯的例行保養及檢修,大廳冷氣出風口的清潔及擦拭,玻璃門窗、鏡面、家具、欄杆、樓梯扶手的擦拭,員工休息室的整理及清潔,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q32,needs-review,FALSE,
mock-p2-r5-y107-q033,p2,5,107,33,,,餐廳廚房的火警偵測器應安裝哪一種類型的探測器較為合適？,差動式探測器,定温式探测器,偵煙式探測器,"紅外線式探測器

## 第二部分：飲料與調酒",,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q33,needs-review,FALSE,
mock-p2-r5-y107-q034,p2,5,107,34,,,有關飲料的分類及特性之說明，下列何者不正確？,茶樹適合在溫暖潮濕的亞熱帶，溫度18\~25度，一般溫度低的地區，產量少，但品質較好,"生長在年雨量1,500\~1,800公釐以上，不超過3,000公釐，濕度75%\~85%","一般栽種在海拔1,000公尺以上的茶，稱為「高山茶」，海拔高，所產出的茶葉十分柔嫩，香氣濃郁，其品質較好",日照充足，單寧含量增加，適合製成綠茶；日照較少，單寧含量減少，適合製成紅茶,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q34,needs-review,FALSE,
mock-p2-r5-y107-q036,p2,5,107,36,,,茶類因製作過程不同，可分成不酵茶、部份酵茶以及全醗酵茶，下列茶類屬於部份酸酵茶的有幾種？①珠茶 ②玉露茶 ③龍井茶④碧螺春 ⑤眉茶⑥白毫鳥龍 ⑦珠露茶 ⑧阿薩姆 ⑨鐵觀音,2 種,3 種,4 種,5 種,,B,,single-choice,117-5專二試題\auto\117-5專二試題.md#q36,needs-review,FALSE,
mock-p2-r5-y107-q037,p2,5,107,37,,,花草茶常因爲特性及效果而有代表性的別稱，有關花草茶的說明與別稱，下列何者不正確？,迷迭香又稱爲海中之露，羅馬人認爲是一種神聖的草，具濃郁的胡椒及松木、樟樹的清雅芳香，有加強心臟機能及安眠之功效,百里香又稱為普羅旺斯的恩惠，有安定神經、消除疲勞、預防感冒之功效,馬鞭草是諸神獻給維納斯的禮物，氣味香醇，有降血壓、減輕關節肌肉痠痛之功效,洋甘菊又稱為大地的蘋果，別名黃金菊，氣息香氣宛如蘋果，有消除頭痛、幫助消化之功效,,C,,single-choice,117-5專二試題\auto\117-5專二試題.md#q37,needs-review,FALSE,
mock-p2-r5-y107-q038,p2,5,107,38,,,有關阿拉比卡咖啡品種與羅布斯塔咖啡品種的比較，下列何者不正確？,阿拉比卡種在高海拔約800\~2000 公尺的高原山坡地,羅布斯塔耐高溫、耐寒、耐旱及耐濕,羅布斯塔味道較有個性，多於混合調配、即溶咖啡,豆形較大、較圓的是阿拉比卡種,,D,,single-choice,117-5專二試題\auto\117-5專二試題.md#q38,needs-review,FALSE,
mock-p2-r5-y107-q039,p2,5,107,39,,,手沖大師王策推薦了一款單品咖啡名為耶加雪菲，他說這款咖啡的產地是最早發現阿拉比卡咖啡樹的地方，其咖啡產區位於南部的西達莫省(Sidamo)，生產全球知名的高品質咖啡豆，其香氣芬芳，口感兼具水果香(柑橘、檸檬)和茉莉般的花香，請問這款耶加雪菲單品的產地在哪一個國家？,衣索比亞,巴西,,葉門,,A,,single-choice,117-5專二試題\auto\117-5專二試題.md#q39,needs-review,FALSE,
